frame,time_s,status,det_found,det_conf,det_cx,det_cy,det_area,det_x1,det_y1,det_x2,det_y2,trk_ok,trk_cx,trk_cy,trk_x1,trk_y1,trk_x2,trk_y2,iou,det_ms,sharpness,brightness
143,4.784,AGREE,1,0.9599,1024.38,690.77,105813.1,860.08,529.77,1188.68,851.78,1,1023.5,693.5,852.0,527.0,1195.0,860.0,0.9264,23.38,106.46,155.31
144,4.818,AGREE,1,0.9615,1024.76,690.73,105748.5,860.53,529.75,1188.99,851.71,1,1023.5,693.5,852.0,527.0,1195.0,860.0,0.9258,17.37,99.77,155.31
145,4.851,AGREE,1,0.9612,1025.28,690.68,105944.1,860.99,529.47,1189.57,851.89,1,1023.5,693.5,852.0,527.0,1195.0,860.0,0.9276,16.74,101.54,155.34
146,4.885,AGREE,1,0.9598,1025.31,691.05,105969.9,860.9,529.92,1189.73,852.18,1,1023.5,693.5,852.0,527.0,1195.0,860.0,0.9278,21.52,99.59,155.38
147,4.918,AGREE,1,0.9609,1025.08,690.68,106046.7,860.66,529.44,1189.51,851.92,1,1024.0,694.0,856.0,531.0,1192.0,857.0,0.959,21.49,91.95,155.42
148,4.951,AGREE,1,0.9615,1025.42,690.5,105983.4,861.03,529.33,1189.82,851.68,1,1023.5,692.5,852.0,526.0,1195.0,859.0,0.9279,21.39,98.85,155.39
149,4.985,AGREE,1,0.9627,1025.78,691.06,105658.7,861.62,530.15,1189.93,851.97,1,1024.5,693.5,853.0,527.0,1196.0,860.0,0.9251,16.9,98.13,155.29
150,5.018,AGREE,1,0.9605,1026.15,691.85,105180.9,862.33,531.33,1189.97,852.36,1,1024.5,693.5,853.0,527.0,1196.0,860.0,0.9209,21.75,99.71,155.1
151,5.052,AGREE,1,0.9623,1025.55,692.73,105338.0,861.83,531.88,1189.28,853.57,1,1024.5,694.5,853.0,528.0,1196.0,861.0,0.9222,17.64,98.56,155.01
152,5.085,AGREE,1,0.961,1025.64,692.61,105177.7,862.07,531.85,1189.2,853.37,1,1025.5,694.5,854.0,528.0,1197.0,861.0,0.9208,19.78,94.98,154.95
153,5.119,AGREE,1,0.9621,1025.58,692.96,105256.6,861.99,532.11,1189.18,853.81,1,1025.0,694.0,857.0,531.0,1193.0,857.0,0.9609,23.5,96.19,154.89
154,5.152,AGREE,1,0.9618,1025.38,692.99,105211.1,861.8,532.19,1188.97,853.78,1,1024.5,694.5,853.0,528.0,1196.0,861.0,0.9211,23.58,96.05,154.89
155,5.186,AGREE,1,0.9616,1025.25,692.95,105170.6,861.8,532.09,1188.7,853.82,1,1025.0,695.0,857.0,532.0,1193.0,858.0,0.9601,23.35,94.96,154.91
156,5.219,AGREE,1,0.9623,1025.63,692.84,105124.7,862.23,532.01,1189.04,853.67,1,1025.0,695.0,857.0,532.0,1193.0,858.0,0.9597,17.95,96.6,154.99
157,5.253,AGREE,1,0.9632,1026.08,693.07,105174.2,862.7,532.14,1189.46,854.0,1,1024.5,695.5,853.0,529.0,1196.0,862.0,0.9208,24.4,90.55,155.0
158,5.286,AGREE,1,0.964,1026.43,693.18,105048.6,863.25,532.24,1189.61,854.12,1,1025.5,696.5,854.0,530.0,1197.0,863.0,0.9197,24.45,96.16,154.9
159,5.319,AGREE,1,0.9641,1026.84,693.52,104591.6,864.06,532.9,1189.63,854.15,1,1025.5,696.5,854.0,530.0,1197.0,863.0,0.9157,24.47,88.56,154.86
160,5.353,AGREE,1,0.9635,1026.85,693.5,104708.4,863.88,532.88,1189.83,854.12,1,1025.5,696.5,854.0,530.0,1197.0,863.0,0.9167,20.26,91.49,154.85
161,5.386,AGREE,1,0.9636,1026.53,693.86,104489.9,863.61,533.52,1189.44,854.21,1,1025.5,696.5,854.0,530.0,1197.0,863.0,0.9148,24.37,97.16,154.87
162,5.42,AGREE,1,0.9626,1026.45,693.97,104585.4,863.48,533.54,1189.42,854.41,1,1025.5,696.5,854.0,530.0,1197.0,863.0,0.9157,22.26,101.57,154.84
163,5.453,AGREE,1,0.9623,1026.62,694.15,104426.3,863.89,533.73,1189.35,854.58,1,1026.0,697.0,858.0,534.0,1194.0,860.0,0.9518,16.74,101.81,154.81
164,5.487,AGREE,1,0.963,1026.96,694.84,104594.0,864.3,534.09,1189.63,855.59,1,1026.5,697.5,855.0,531.0,1198.0,864.0,0.9157,21.56,100.53,154.72
165,5.52,AGREE,1,0.9659,1027.9,695.18,104927.4,864.69,534.46,1191.11,855.91,1,1026.5,698.5,855.0,532.0,1198.0,865.0,0.9187,19.91,97.32,154.67
166,5.554,AGREE,1,0.9657,1028.35,695.6,104783.8,865.32,534.92,1191.38,856.28,1,1028.5,698.5,857.0,532.0,1200.0,865.0,0.9174,21.28,95.89,154.58
167,5.587,AGREE,1,0.9669,1028.9,696.18,104938.4,865.65,535.48,1192.15,856.88,1,1028.5,699.5,857.0,533.0,1200.0,866.0,0.9187,21.51,96.02,154.58
168,5.621,AGREE,1,0.9681,1028.84,696.81,104619.6,865.64,536.54,1192.03,857.07,1,1028.5,700.5,857.0,534.0,1200.0,867.0,0.916,23.32,91.37,154.49
169,5.654,AGREE,1,0.9675,1028.85,697.11,104837.9,865.86,536.3,1191.83,857.92,1,1028.5,701.5,857.0,535.0,1200.0,868.0,0.9179,23.55,95.78,154.35
170,5.687,AGREE,1,0.9664,1028.83,697.82,105068.4,865.44,537.06,1192.23,858.58,1,1029.5,701.5,858.0,535.0,1201.0,868.0,0.9199,21.33,97.27,154.29
171,5.721,AGREE,1,0.966,1029.57,698.09,105234.9,866.0,537.25,1193.13,858.94,1,1030.5,702.5,859.0,536.0,1202.0,869.0,0.9213,17.56,100.13,154.2
172,5.754,AGREE,1,0.9655,1029.63,698.28,105312.4,866.07,537.31,1193.18,859.26,1,1030.0,702.0,862.0,539.0,1198.0,865.0,0.9516,23.64,103.48,154.09
173,5.788,AGREE,1,0.9664,1030.34,699.08,105676.2,866.44,537.88,1194.23,860.28,1,1030.5,702.5,859.0,536.0,1202.0,869.0,0.9252,18.11,103.02,154.06
174,5.821,AGREE,1,0.9667,1031.23,699.29,105481.4,867.78,537.96,1194.69,860.62,1,1030.5,703.5,859.0,537.0,1202.0,870.0,0.9235,21.39,99.9,153.97
175,5.855,AGREE,1,0.9661,1031.22,699.74,105192.8,868.21,538.41,1194.22,861.08,1,1031.5,704.5,860.0,538.0,1203.0,871.0,0.921,18.39,97.42,153.89
176,5.888,AGREE,1,0.966,1031.32,700.56,105751.6,868.07,538.61,1194.57,862.5,1,1031.5,705.5,860.0,539.0,1203.0,872.0,0.9237,20.84,96.7,153.84
177,5.922,AGREE,1,0.9658,1031.57,701.02,105537.2,868.06,539.66,1195.08,862.38,1,1032.5,704.5,861.0,538.0,1204.0,871.0,0.924,16.49,104.38,153.79
178,5.955,AGREE,1,0.9657,1033.14,701.5,105819.8,869.26,540.07,1197.01,862.93,1,1033.5,705.5,862.0,539.0,1205.0,872.0,0.9265,21.37,103.96,153.75
179,5.989,AGREE,1,0.9656,1033.87,701.97,105553.2,870.34,540.61,1197.4,863.34,1,1034.0,705.0,866.0,542.0,1202.0,868.0,0.9555,17.65,102.57,153.7
180,6.022,AGREE,1,0.965,1034.06,702.26,105445.6,870.59,541.01,1197.53,863.52,1,1033.5,705.5,862.0,539.0,1205.0,872.0,0.9232,16.48,100.96,153.72
181,6.055,AGREE,1,0.9663,1034.05,702.78,105360.0,870.31,541.91,1197.78,863.65,1,1034.5,706.5,863.0,540.0,1206.0,873.0,0.9224,24.32,99.31,153.82
182,6.089,AGREE,1,0.9639,1034.51,702.85,105300.7,870.85,542.0,1198.18,863.69,1,1034.0,707.0,866.0,544.0,1202.0,870.0,0.9497,24.84,100.08,153.91
183,6.122,AGREE,1,0.963,1034.84,702.91,105314.3,871.16,542.06,1198.52,863.77,1,1034.0,706.0,866.0,543.0,1202.0,869.0,0.956,24.98,103.62,153.95
184,6.156,AGREE,1,0.9633,1034.59,703.02,105554.4,870.54,542.15,1198.63,863.88,1,1034.0,706.0,866.0,543.0,1202.0,869.0,0.9587,24.44,102.62,153.96
185,6.189,AGREE,1,0.9624,1034.38,703.46,105045.2,870.67,543.05,1198.1,863.86,1,1033.5,706.5,862.0,540.0,1205.0,873.0,0.9197,18.1,104.37,153.95
186,6.223,AGREE,1,0.9632,1033.8,704.38,105028.8,870.43,543.66,1197.17,865.11,1,1033.5,706.5,862.0,540.0,1205.0,873.0,0.9195,17.07,99.05,153.88
187,6.256,AGREE,1,0.9632,1033.89,704.67,105254.8,870.58,543.55,1197.21,865.79,1,1034.5,707.5,863.0,541.0,1206.0,874.0,0.9215,20.27,99.42,153.85
188,6.29,AGREE,1,0.9631,1033.67,704.83,105450.6,870.06,543.7,1197.27,865.97,1,1034.5,707.5,863.0,541.0,1206.0,874.0,0.9232,24.52,104.62,153.8
189,6.323,AGREE,1,0.9626,1033.64,704.86,105854.4,869.8,543.34,1197.48,866.39,1,1033.5,708.5,862.0,542.0,1205.0,875.0,0.9268,22.33,107.3,153.77
190,6.357,AGREE,1,0.9622,1033.34,705.14,105991.4,869.48,543.43,1197.2,866.85,1,1034.5,707.5,863.0,541.0,1206.0,874.0,0.928,17.86,108.53,153.77
191,6.39,AGREE,1,0.9637,1032.92,704.87,105751.7,869.25,543.34,1196.59,866.41,1,1033.5,708.5,862.0,542.0,1205.0,875.0,0.9259,17.37,101.37,153.72
192,6.423,AGREE,1,0.9635,1033.21,705.41,106029.4,869.27,543.72,1197.15,867.1,1,1034.0,708.0,866.0,545.0,1202.0,871.0,0.9604,23.36,99.86,153.66
193,6.457,AGREE,1,0.9627,1033.69,705.49,105556.8,870.21,544.07,1197.17,866.92,1,1033.5,708.5,862.0,542.0,1205.0,875.0,0.9242,16.79,102.84,153.55
194,6.49,AGREE,1,0.9639,1034.0,705.99,105786.0,870.52,544.22,1197.48,867.77,1,1033.5,709.5,862.0,543.0,1205.0,876.0,0.9262,21.22,104.02,153.45
195,6.524,AGREE,1,0.9643,1034.66,706.97,105434.9,871.56,545.36,1197.75,868.59,1,1034.5,711.5,863.0,545.0,1206.0,878.0,0.9231,21.42,97.49,153.44
196,6.557,AGREE,1,0.9636,1035.46,707.05,105491.2,872.28,545.43,1198.64,868.67,1,1035.5,711.5,864.0,545.0,1207.0,878.0,0.9236,21.29,95.13,153.46
197,6.591,AGREE,1,0.9641,1035.36,707.9,105724.2,872.12,545.98,1198.6,869.82,1,1035.0,711.0,867.0,548.0,1203.0,874.0,0.9535,19.01,97.36,153.43
198,6.624,AGREE,1,0.9632,1035.67,708.77,105483.9,872.89,546.77,1198.45,870.77,1,1036.0,711.0,868.0,548.0,1204.0,874.0,0.9559,23.5,98.05,153.38
199,6.658,AGREE,1,0.9611,1036.34,709.02,105157.6,873.63,547.44,1199.05,870.59,1,1036.5,711.5,865.0,545.0,1208.0,878.0,0.9207,23.62,103.83,153.32
200,6.691,AGREE,1,0.9597,1036.78,709.75,105171.2,873.88,548.34,1199.67,871.16,1,1037.0,713.0,869.0,550.0,1205.0,876.0,0.9505,23.76,100.53,153.27
201,6.725,AGREE,1,0.9615,1037.46,710.08,104996.1,874.89,548.63,1200.04,871.54,1,1036.0,713.0,868.0,550.0,1204.0,876.0,0.9506,23.69,97.83,153.29
202,6.758,AGREE,1,0.9605,1037.13,710.15,104952.8,874.61,548.72,1199.66,871.59,1,1035.5,713.5,864.0,547.0,1207.0,880.0,0.9189,17.45,96.85,153.29
203,6.791,AGREE,1,0.9607,1037.67,710.0,104869.7,875.2,548.63,1200.14,871.36,1,1036.5,713.5,865.0,547.0,1208.0,880.0,0.9181,23.49,97.92,153.32
204,6.825,AGREE,1,0.96,1038.33,709.77,105194.9,875.59,548.17,1201.08,871.36,1,1037.5,713.5,866.0,547.0,1209.0,880.0,0.921,17.88,100.64,153.39
205,6.858,AGREE,1,0.9611,1038.92,710.05,105399.8,876.07,548.25,1201.77,871.86,1,1037.5,713.5,866.0,547.0,1209.0,880.0,0.9228,17.62,96.94,153.45
206,6.892,AGREE,1,0.962,1039.23,710.27,105603.5,876.15,548.39,1202.32,872.15,1,1037.5,713.5,866.0,547.0,1209.0,880.0,0.9246,20.07,96.37,153.43
207,6.925,AGREE,1,0.9609,1039.87,711.0,105877.5,876.78,548.7,1202.95,873.31,1,1037.5,714.5,866.0,548.0,1209.0,881.0,0.927,23.65,103.13,153.39
208,6.959,AGREE,1,0.9613,1040.81,710.93,106561.3,876.91,548.38,1204.7,873.47,1,1039.5,714.5,868.0,548.0,1211.0,881.0,0.933,16.91,102.39,153.41
209,6.992,AGREE,1,0.9627,1040.38,710.11,106127.7,876.81,547.9,1203.95,872.32,1,1039.5,714.5,868.0,548.0,1211.0,881.0,0.9286,17.36,100.22,153.49
210,7.026,AGREE,1,0.9615,1039.92,709.85,106004.2,876.61,547.58,1203.23,872.13,1,1040.0,714.0,872.0,551.0,1208.0,877.0,0.9479,21.87,98.87,153.47
211,7.059,AGREE,1,0.9624,1039.51,709.66,105859.3,876.2,547.6,1202.82,871.71,1,1039.0,714.0,871.0,551.0,1207.0,877.0,0.9467,22.09,100.9,153.47
212,7.093,AGREE,1,0.9612,1039.48,709.89,105892.1,876.08,547.87,1202.88,871.91,1,1038.5,713.5,867.0,547.0,1210.0,880.0,0.9271,21.85,99.07,153.45
213,7.126,AGREE,1,0.9617,1039.42,710.07,105784.7,876.21,548.03,1202.62,872.11,1,1038.5,714.5,867.0,548.0,1210.0,881.0,0.9262,20.2,100.99,153.4
214,7.159,AGREE,1,0.9627,1039.6,709.67,105697.4,876.48,547.68,1202.72,871.66,1,1038.5,714.5,867.0,548.0,1210.0,881.0,0.9236,18.59,98.01,153.33
215,7.193,AGREE,1,0.9625,1039.71,709.91,105874.0,876.46,547.77,1202.95,872.06,1,1039.5,714.5,868.0,548.0,1211.0,881.0,0.9257,21.28,102.54,153.27
216,7.226,AGREE,1,0.962,1039.92,709.9,105853.4,876.65,547.81,1203.19,871.98,1,1039.0,714.0,871.0,551.0,1207.0,877.0,0.9479,17.61,102.42,153.24
217,7.26,AGREE,1,0.9612,1040.35,710.28,105993.2,876.86,548.2,1203.84,872.36,1,1039.5,714.5,868.0,548.0,1211.0,881.0,0.928,16.72,98.72,153.22
218,7.293,AGREE,1,0.9605,1041.29,710.44,106058.7,877.81,548.25,1204.78,872.62,1,1040.5,714.5,869.0,548.0,1212.0,881.0,0.9286,16.62,99.5,153.23
219,7.327,AGREE,1,0.9616,1041.46,709.86,105978.7,877.9,547.88,1205.02,871.84,1,1041.5,714.5,870.0,548.0,1213.0,881.0,0.9272,18.76,93.86,153.31
220,7.36,AGREE,1,0.961,1041.45,709.01,106202.2,877.51,547.05,1205.38,870.97,1,1041.0,713.0,873.0,550.0,1209.0,876.0,0.9524,23.57,88.61,153.41
221,7.394,AGREE,1,0.9597,1041.4,708.35,106131.4,877.54,546.43,1205.25,870.28,1,1040.5,711.5,869.0,545.0,1212.0,878.0,0.9292,23.51,95.46,153.43
222,7.427,AGREE,1,0.9605,1041.29,707.93,106458.4,877.47,545.47,1205.11,870.4,1,1040.5,711.5,869.0,545.0,1212.0,878.0,0.9321,18.06,92.01,153.45
223,7.461,AGREE,1,0.9602,1041.18,707.44,106471.0,877.28,545.03,1205.07,869.84,1,1041.5,711.5,870.0,545.0,1213.0,878.0,0.9322,18.09,100.15,153.36
224,7.494,AGREE,1,0.9606,1041.66,707.07,106641.9,877.56,544.61,1205.76,869.54,1,1041.5,711.5,870.0,545.0,1213.0,878.0,0.9315,21.93,98.18,153.32
225,7.527,AGREE,1,0.9607,1042.46,706.96,106820.3,878.33,544.25,1206.59,869.66,1,1042.0,712.0,874.0,549.0,1210.0,875.0,0.9475,20.45,99.54,153.21
226,7.561,AGREE,1,0.9611,1043.17,706.9,106599.4,879.03,544.55,1207.32,869.26,1,1043.0,712.0,875.0,549.0,1211.0,875.0,0.9472,21.32,98.51,153.12
227,7.594,AGREE,1,0.9599,1044.16,706.23,106158.6,880.54,544.03,1207.78,868.44,1,1043.0,711.0,875.0,548.0,1211.0,874.0,0.9461,21.43,96.87,152.97
228,7.628,AGREE,1,0.9609,1044.38,705.87,105959.1,880.85,543.88,1207.9,867.86,1,1043.0,710.0,875.0,547.0,1211.0,873.0,0.9492,19.29,103.18,152.85
229,7.661,AGREE,1,0.961,1044.55,705.52,105888.5,881.4,543.26,1207.7,867.78,1,1043.0,710.0,875.0,547.0,1211.0,873.0,0.945,17.09,103.39,152.07
230,7.695,AGREE,1,0.9617,1044.64,704.85,105434.9,881.48,543.29,1207.8,866.4,1,1044.0,709.0,876.0,546.0,1212.0,872.0,0.9469,16.92,100.7,149.59
231,7.728,AGREE,1,0.9615,1044.65,704.16,105245.4,881.34,543.05,1207.97,865.27,1,1044.0,709.0,876.0,546.0,1212.0,872.0,0.9437,16.38,96.84,148.45
232,7.762,AGREE,1,0.9608,1045.03,703.8,105117.9,881.69,542.91,1208.37,864.68,1,1044.0,708.0,876.0,545.0,1212.0,871.0,0.9475,16.89,99.77,148.15
233,7.795,AGREE,1,0.9619,1045.07,703.4,104809.0,881.78,542.94,1208.36,863.87,1,1045.0,708.0,877.0,545.0,1213.0,871.0,0.9449,22.23,94.68,147.98
234,7.829,AGREE,1,0.9624,1046.05,703.48,105202.3,882.32,542.85,1209.79,864.1,1,1045.0,708.0,877.0,545.0,1213.0,871.0,0.9479,16.69,89.91,149.19
235,7.862,AGREE,1,0.9627,1046.72,703.57,105083.8,883.03,543.07,1210.4,864.06,1,1045.0,708.0,877.0,545.0,1213.0,871.0,0.9481,21.39,91.43,150.16
236,7.896,AGREE,1,0.9636,1046.7,704.64,105841.1,883.1,542.91,1210.31,866.37,1,1045.5,707.5,874.0,541.0,1217.0,874.0,0.9267,16.74,92.09,151.28
237,7.929,AGREE,1,0.9616,1046.56,704.75,105662.4,883.39,542.87,1209.74,866.64,1,1045.0,710.0,877.0,547.0,1213.0,873.0,0.9408,18.12,86.03,152.09
238,7.962,AGREE,1,0.961,1046.44,705.22,105445.2,883.44,543.49,1209.43,866.95,1,1045.0,710.0,877.0,547.0,1213.0,873.0,0.9424,23.48,92.84,152.83
239,7.996,AGREE,1,0.9619,1045.76,705.99,105797.0,882.63,543.86,1208.9,868.12,1,1045.0,711.0,877.0,548.0,1213.0,874.0,0.9419,17.46,88.63,153.52
240,8.029,AGREE,1,0.9614,1045.05,706.07,105587.6,882.01,544.18,1208.1,867.97,1,1044.0,710.0,876.0,547.0,1212.0,873.0,0.9476,17.18,94.65,153.94
241,8.063,AGREE,1,0.9638,1045.16,706.08,105305.8,882.19,544.54,1208.13,867.62,1,1043.5,710.5,872.0,544.0,1215.0,877.0,0.922,22.01,93.05,154.04
242,8.096,AGREE,1,0.9638,1044.76,706.29,105400.9,881.59,544.79,1207.92,867.78,1,1044.0,710.0,876.0,547.0,1212.0,873.0,0.9494,21.35,95.71,154.14
243,8.13,AGREE,1,0.9627,1044.19,706.32,105197.6,881.07,545.09,1207.31,867.54,1,1043.0,710.0,875.0,547.0,1211.0,873.0,0.9493,21.27,92.23,154.28
244,8.163,AGREE,1,0.9627,1043.49,706.72,105341.0,880.32,545.32,1206.66,868.11,1,1043.0,710.0,875.0,547.0,1211.0,873.0,0.9519,17.22,94.86,154.44
245,8.197,AGREE,1,0.961,1043.1,706.96,105497.4,879.9,545.35,1206.29,868.57,1,1042.0,710.0,874.0,547.0,1210.0,873.0,0.9535,21.84,97.29,154.62
246,8.23,AGREE,1,0.9573,1044.43,706.51,106265.1,880.09,544.86,1208.78,868.16,1,1043.5,710.5,872.0,544.0,1215.0,877.0,0.9304,23.47,93.24,154.76
247,8.264,AGREE,1,0.9478,1048.19,706.65,109196.6,879.71,544.62,1216.67,868.68,1,1043.0,711.0,875.0,548.0,1211.0,874.0,0.9444,23.52,94.15,154.85
248,8.297,AGREE,1,0.9482,1046.12,706.32,107381.0,880.02,544.7,1212.23,867.94,1,1043.0,711.0,875.0,548.0,1211.0,874.0,0.9538,23.5,94.15,154.95
249,8.33,AGREE,1,0.9449,1049.91,706.13,109448.3,880.23,544.88,1219.6,867.38,1,1043.0,710.0,875.0,547.0,1211.0,873.0,0.9377,24.91,97.59,155.06
250,8.364,AGREE,1,0.9416,1049.65,705.46,109497.9,880.19,543.92,1219.11,867.0,1,1043.0,710.0,875.0,547.0,1211.0,873.0,0.9354,26.01,93.83,155.21
251,8.397,AGREE,1,0.9397,1045.81,704.21,106920.1,880.46,542.55,1211.16,865.86,1,1043.0,709.0,875.0,546.0,1211.0,872.0,0.9549,24.11,98.65,155.31
252,8.431,AGREE,1,0.9313,1042.88,703.78,105005.6,879.93,542.67,1205.82,864.88,1,1043.0,709.0,875.0,546.0,1211.0,872.0,0.9394,23.93,100.65,155.39
253,8.464,AGREE,1,0.9331,1043.94,703.62,105379.4,880.21,542.71,1207.66,864.53,1,1043.0,708.0,875.0,545.0,1211.0,871.0,0.9487,23.96,104.04,155.46
254,8.498,AGREE,1,0.9365,1044.28,703.53,105469.5,880.14,542.89,1208.43,864.17,1,1043.0,708.0,875.0,545.0,1211.0,871.0,0.9506,23.8,105.12,155.51
255,8.531,AGREE,1,0.9384,1042.98,703.34,104889.8,879.87,542.57,1206.08,864.11,1,1043.0,708.0,875.0,545.0,1211.0,871.0,0.9435,19.15,102.13,155.57
256,8.565,AGREE,1,0.9333,1048.99,703.39,108650.8,879.84,542.81,1218.14,863.98,1,1043.0,708.0,875.0,545.0,1211.0,871.0,0.9385,21.26,104.93,155.55
257,8.598,AGREE,1,0.9353,1052.03,703.44,110797.6,879.63,542.77,1224.42,864.12,1,1042.0,707.0,874.0,544.0,1210.0,870.0,0.923,22.07,105.65,155.51
258,8.632,AGREE,1,0.9277,1044.85,703.28,106026.2,879.8,542.68,1209.89,863.88,1,1042.0,707.0,874.0,544.0,1210.0,870.0,0.9601,16.58,102.07,155.48
259,8.665,AGREE,1,0.9251,1046.99,703.35,107444.1,879.99,542.5,1213.98,864.2,1,1042.0,707.0,874.0,544.0,1210.0,870.0,0.9493,17.27,97.22,155.46
260,8.698,AGREE,1,0.9357,1046.49,703.05,106764.7,880.27,542.48,1212.72,863.63,1,1042.0,706.0,874.0,543.0,1210.0,869.0,0.956,17.47,99.86,155.46
261,8.732,AGREE,1,0.9414,1049.34,703.23,109393.1,879.22,542.47,1219.45,863.99,1,1041.5,705.5,870.0,539.0,1213.0,872.0,0.9228,18.16,98.95,155.51
262,8.765,AGREE,1,0.9404,1048.31,703.44,108844.2,879.39,542.35,1217.23,864.53,1,1040.5,706.5,869.0,540.0,1212.0,873.0,0.9246,24.37,95.51,155.52
263,8.799,AGREE,1,0.9246,1042.19,703.63,104655.2,879.66,542.64,1204.71,864.61,1,1041.5,706.5,870.0,540.0,1213.0,873.0,0.9163,23.74,100.22,155.63
264,8.832,AGREE,1,0.9035,1047.81,703.52,107885.7,880.23,542.57,1215.38,864.47,1,1041.5,706.5,870.0,540.0,1213.0,873.0,0.9316,19.84,94.09,155.58
265,8.866,AGREE,1,0.9116,1050.11,703.52,109423.5,880.23,542.49,1219.99,864.55,1,1041.0,707.0,873.0,544.0,1209.0,870.0,0.9279,21.46,96.9,155.59
266,8.899,AGREE,1,0.9013,1040.86,703.54,103198.9,880.58,542.57,1201.13,864.51,1,1040.5,706.5,869.0,540.0,1212.0,873.0,0.9035,16.66,98.78,155.64
267,8.933,AGREE,1,0.9134,1054.75,703.48,111341.1,881.86,542.49,1227.65,864.47,1,1042.5,706.5,871.0,540.0,1214.0,873.0,0.9016,21.59,93.77,155.71
268,8.966,AGREE,1,0.9139,1049.05,703.26,107437.1,882.33,542.15,1215.77,864.37,1,1043.5,706.5,872.0,540.0,1215.0,873.0,0.9364,17.74,94.35,155.8
269,9.0,AGREE,1,0.9205,1052.63,704.55,109668.4,882.38,543.51,1222.88,865.59,1,1042.5,706.5,871.0,540.0,1214.0,873.0,0.9123,16.96,93.87,155.93
270,9.033,AGREE,1,0.8958,1025.52,704.51,92087.3,882.54,543.5,1168.51,865.53,1,1042.5,707.5,871.0,541.0,1214.0,874.0,0.8062,23.62,98.19,156.03
271,9.066,AGREE,1,0.9076,1013.55,704.58,84484.5,882.8,543.04,1144.3,866.11,1,1042.5,707.5,871.0,541.0,1214.0,874.0,0.7397,23.43,97.12,156.12
272,9.1,AGREE,1,0.9226,1012.28,704.66,83802.9,882.87,542.77,1141.7,866.54,1,1043.5,708.5,872.0,542.0,1215.0,875.0,0.7337,22.07,97.36,156.21
273,9.133,AGREE,1,0.9268,1013.12,706.15,84495.6,882.91,543.93,1143.34,868.38,1,1042.5,709.5,871.0,543.0,1214.0,876.0,0.7398,22.38,96.33,156.29
274,9.167,AGREE,1,0.9179,1020.53,707.76,88938.6,883.53,545.46,1157.52,870.06,1,1044.5,710.5,873.0,544.0,1216.0,877.0,0.7787,21.95,93.64,156.34
275,9.2,AGREE,1,0.9159,1028.63,710.23,93589.9,884.67,547.71,1172.6,872.75,1,1046.5,712.5,875.0,546.0,1218.0,879.0,0.8194,17.56,99.08,156.44
276,9.234,AGREE,1,0.9166,1021.88,712.59,88740.6,885.62,549.77,1158.14,875.41,1,1049.5,716.5,878.0,550.0,1221.0,883.0,0.776,22.15,93.94,156.51
277,9.267,AGREE,1,0.9237,1022.27,717.06,87926.0,886.94,554.63,1157.6,879.5,1,1051.0,720.5,876.0,551.0,1226.0,890.0,0.7411,20.86,91.1,156.57
278,9.301,AGREE,1,0.905,1027.85,721.39,92332.1,887.52,556.91,1168.19,885.88,1,1055.0,725.5,880.0,556.0,1230.0,895.0,0.7782,21.97,91.27,156.69
279,9.334,AGREE,1,0.9052,1030.55,727.14,93700.9,889.93,560.55,1171.16,893.74,1,1059.0,732.5,884.0,563.0,1234.0,902.0,0.7794,21.9,97.01,156.77
280,9.368,AGREE,1,0.9191,1035.8,733.39,95132.6,893.84,565.85,1177.75,900.92,1,1065.0,738.5,890.0,569.0,1240.0,908.0,0.7883,17.55,97.77,156.88
281,9.401,AGREE,1,0.9305,1037.66,738.75,94376.6,898.89,568.74,1176.44,908.77,1,1069.5,745.0,891.0,572.0,1248.0,918.0,0.7512,24.26,97.37,156.98
282,9.434,AGREE,1,0.9363,1044.12,744.59,96107.9,903.96,573.16,1184.27,916.02,1,1074.5,753.0,896.0,580.0,1253.0,926.0,0.7509,23.24,95.5,157.06
283,9.468,AGREE,1,0.9375,1054.46,752.35,98670.5,910.94,580.47,1197.98,924.22,1,1081.0,760.5,899.0,584.0,1263.0,937.0,0.7541,24.94,92.99,157.09
284,9.501,AGREE,1,0.9384,1057.55,760.75,99540.4,914.92,586.28,1200.19,935.22,1,1090.0,770.5,908.0,594.0,1272.0,947.0,0.7448,17.18,90.56,157.14
285,9.535,AGREE,1,0.9168,1089.95,770.42,119838.4,921.98,592.05,1257.92,948.78,1,1096.0,779.5,914.0,603.0,1278.0,956.0,0.8789,22.96,87.66,157.14
286,9.568,AGREE,1,0.9236,1101.47,781.21,127228.2,925.37,600.59,1277.57,961.83,1,1104.0,792.5,922.0,616.0,1286.0,969.0,0.9095,22.93,89.69,157.16
287,9.602,AGREE,1,0.9263,1100.53,789.1,124723.2,928.94,607.38,1272.12,970.82,1,1110.5,804.0,932.0,631.0,1289.0,977.0,0.8712,17.24,87.33,157.26
288,9.635,AGREE,1,0.9267,1102.62,800.42,125216.8,933.37,615.47,1271.88,985.38,1,1116.0,817.5,934.0,641.0,1298.0,994.0,0.8471,23.11,86.29,157.44
289,9.669,AGREE,1,0.9283,1118.26,814.53,136868.4,936.71,626.06,1299.81,1003.0,1,1121.5,829.0,936.0,649.0,1307.0,1009.0,0.9059,17.55,88.81,157.69
290,9.702,AGREE,1,0.923,1125.86,827.39,142018.1,940.05,636.3,1311.66,1018.47,1,1125.0,843.5,936.0,660.0,1314.0,1027.0,0.9029,24.13,89.39,157.95
