frame,time_s,status,det_found,det_conf,det_cx,det_cy,det_area,det_x1,det_y1,det_x2,det_y2,trk_ok,trk_cx,trk_cy,trk_x1,trk_y1,trk_x2,trk_y2,iou,det_ms,sharpness,brightness
143,4.765,AGREE,1,0.8924,1129.35,618.11,94826.3,982.47,456.72,1276.24,779.5,1,1150.5,624.5,1017.0,495.0,1284.0,754.0,0.6934,18.74,84.94,68.65
144,4.799,AGREE,1,0.8826,1133.51,614.43,99763.7,983.19,448.51,1283.83,780.34,1,1157.0,623.5,1021.0,491.0,1293.0,756.0,0.6816,20.84,82.56,68.62
145,4.832,AGREE,1,0.8795,1134.72,613.69,101330.2,984.3,445.28,1285.15,782.1,1,1162.0,621.5,1026.0,489.0,1298.0,754.0,0.6557,19.61,84.6,68.65
146,4.865,AGREE,1,0.8828,1141.39,619.39,108274.6,985.93,445.27,1296.85,793.51,1,1168.0,621.5,1032.0,489.0,1304.0,754.0,0.6371,14.61,86.61,68.6
147,4.899,AGREE,1,0.8971,1127.1,626.8,98711.8,989.16,447.9,1265.04,805.7,1,1176.0,629.5,1040.0,497.0,1312.0,762.0,0.5365,21.99,83.53,68.65
148,4.932,AGREE,1,0.8837,1138.64,639.32,106138.9,995.12,454.44,1282.15,824.21,1,1183.0,643.0,1044.0,508.0,1322.0,778.0,0.5501,18.0,81.95,68.6
149,4.965,AGREE,1,0.8951,1143.02,651.68,109065.5,998.47,463.05,1287.56,840.31,1,1192.0,651.5,1056.0,519.0,1328.0,784.0,0.5123,23.07,83.68,68.55
150,4.999,AGREE,1,0.9012,1155.66,664.04,118599.1,1002.48,470.48,1308.84,857.6,1,1204.0,666.0,1065.0,531.0,1343.0,801.0,0.5151,24.38,83.2,68.4
151,5.032,AGREE,1,0.9011,1157.09,676.29,118726.7,1006.38,479.33,1307.79,873.24,1,1207.5,677.5,1066.0,540.0,1349.0,815.0,0.5112,18.73,81.97,68.43
152,5.065,AGREE,1,0.8932,1169.83,693.95,129374.6,1009.68,491.99,1329.97,895.91,1,1221.5,692.0,1074.0,549.0,1369.0,835.0,0.5209,18.46,81.2,68.46
153,5.099,AGREE,1,0.9225,1189.62,709.37,141133.0,1016.54,505.51,1362.69,913.23,1,1230.5,710.0,1080.0,564.0,1381.0,856.0,0.5635,21.28,82.61,68.63
154,5.132,AGREE,1,0.9301,1207.49,724.6,155016.2,1021.21,516.56,1393.77,932.64,1,1238.5,729.0,1091.0,586.0,1386.0,872.0,0.5443,16.54,80.63,68.77
155,5.165,AGREE,1,0.9215,1214.33,738.31,160711.7,1022.55,528.81,1406.11,947.82,1,1248.5,749.0,1101.0,606.0,1396.0,892.0,0.525,23.39,81.14,68.94
156,5.199,AGREE,1,0.914,1214.15,758.2,160663.3,1026.77,543.85,1401.53,972.56,1,1255.5,769.0,1108.0,626.0,1403.0,912.0,0.5212,23.54,83.56,69.09
157,5.232,AGREE,1,0.9007,1207.65,776.74,153396.5,1031.08,559.55,1384.22,993.93,1,1259.5,789.0,1112.0,646.0,1407.0,932.0,0.4869,23.62,85.26,69.2
158,5.265,AGREE,1,0.8825,1209.38,797.77,156910.6,1032.05,576.56,1386.72,1018.98,1,1270.5,816.0,1120.0,670.0,1421.0,962.0,0.4666,20.47,80.16,69.26
159,5.298,AGREE,1,0.8857,1219.88,821.37,164629.3,1037.62,595.55,1402.14,1047.19,1,1266.5,847.0,1116.0,701.0,1417.0,993.0,0.4945,22.57,83.47,69.3
160,5.332,AGREE,1,0.8623,1252.2,839.86,191995.5,1041.16,612.43,1463.25,1067.29,1,1279.5,875.0,1129.0,729.0,1430.0,1021.0,0.4578,21.59,81.23,69.4
161,5.365,AGREE,1,0.7703,1229.51,851.39,164097.8,1045.6,628.32,1413.42,1074.45,1,1287.5,905.0,1134.0,756.0,1441.0,1054.0,0.4832,17.49,80.99,69.49
162,5.398,AGREE,1,0.758,1240.56,859.34,162897.4,1049.88,645.76,1431.24,1072.92,1,1303.5,930.0,1147.0,778.0,1460.0,1082.0,0.4812,14.6,81.51,69.56
163,5.432,AGREE,1,0.6255,1251.58,868.36,162199.7,1055.58,661.47,1447.58,1075.25,1,1310.5,955.0,1154.0,803.0,1467.0,1107.0,0.4505,19.04,71.94,69.65
164,5.465,AGREE,1,0.6428,1261.9,876.25,158391.8,1062.59,677.58,1461.21,1074.93,1,1321.5,980.0,1165.0,828.0,1478.0,1132.0,0.4054,21.27,72.37,69.73
165,5.498,AGREE,1,0.5814,1269.78,886.13,154460.8,1067.11,695.6,1472.46,1076.66,1,1329.5,1005.0,1173.0,853.0,1486.0,1157.0,0.3667,19.59,75.25,69.74
166,5.532,AGREE,1,0.5921,1268.44,891.18,147447.7,1069.2,706.16,1467.67,1076.2,1,1339.5,1027.0,1180.0,872.0,1499.0,1182.0,0.3131,21.65,77.24,69.87
167,5.565,DISAGREE,1,0.416,1272.76,896.06,143870.0,1072.96,716.04,1472.56,1076.08,1,1344.0,1044.0,1181.0,886.0,1507.0,1202.0,0.2894,17.76,86.19,69.95
168,5.598,DISAGREE,1,0.359,1276.19,899.29,142042.7,1074.24,723.45,1478.14,1075.13,1,1351.0,1055.0,1188.0,897.0,1514.0,1213.0,0.2673,17.74,86.62,70.06
169,5.632,DISAGREE,1,0.3837,1278.38,901.41,140345.9,1074.97,728.93,1481.8,1073.9,1,1355.0,1065.0,1192.0,907.0,1518.0,1223.0,0.248,21.87,88.39,70.23
170,5.665,DISAGREE,1,0.3791,1294.21,901.99,150154.9,1072.44,732.73,1515.99,1071.26,1,1358.0,1074.0,1195.0,916.0,1521.0,1232.0,0.2451,16.46,86.67,70.3
171,5.698,DISAGREE,1,0.2579,1290.01,906.88,142618.3,1075.95,740.31,1504.08,1073.44,1,1362.0,1079.0,1199.0,921.0,1525.0,1237.0,0.2335,23.66,86.34,70.42
172,5.732,DISAGREE,1,0.2513,1286.71,908.53,137710.6,1077.95,743.62,1495.47,1073.45,1,1364.0,1079.0,1201.0,921.0,1527.0,1237.0,0.2292,23.66,87.65,70.51
173,5.765,TRK_ONLY,0,0.0,,,,,,,,1,1369.0,1079.5,1203.0,918.0,1535.0,1241.0,0.0,23.58,89.61,70.58
174,5.798,TRK_ONLY,0,0.0,,,,,,,,1,1371.0,1079.5,1205.0,918.0,1537.0,1241.0,0.0,20.31,91.38,70.64
175,5.832,TRK_ONLY,0,0.0,,,,,,,,1,1374.0,1079.5,1208.0,918.0,1540.0,1241.0,0.0,16.99,90.16,70.69
176,5.865,TRK_ONLY,0,0.0,,,,,,,,1,1376.0,1079.5,1210.0,918.0,1542.0,1241.0,0.0,17.56,92.6,70.78
177,5.898,TRK_ONLY,0,0.0,,,,,,,,1,1375.0,1079.5,1209.0,918.0,1541.0,1241.0,0.0,17.37,94.52,70.79
178,5.932,TRK_ONLY,0,0.0,,,,,,,,1,1377.0,1079.5,1211.0,918.0,1543.0,1241.0,0.0,17.97,97.03,70.81
179,5.965,TRK_ONLY,0,0.0,,,,,,,,1,1381.0,1079.5,1215.0,918.0,1547.0,1241.0,0.0,21.91,96.24,70.79
180,5.998,TRK_ONLY,0,0.0,,,,,,,,1,1383.0,1079.0,1220.0,921.0,1546.0,1237.0,0.0,19.15,93.26,70.72
181,6.032,TRK_ONLY,0,0.0,,,,,,,,1,1386.5,1079.0,1227.0,924.0,1546.0,1234.0,0.0,16.24,91.78,70.83
182,6.065,TRK_ONLY,0,0.0,,,,,,,,1,1389.5,1079.0,1230.0,924.0,1549.0,1234.0,0.0,17.3,88.56,70.91
183,6.098,TRK_ONLY,0,0.0,,,,,,,,1,1389.5,1079.0,1230.0,924.0,1549.0,1234.0,0.0,21.84,88.04,71.02
184,6.132,TRK_ONLY,0,0.0,,,,,,,,1,1397.5,1079.0,1238.0,924.0,1557.0,1234.0,0.0,16.44,88.47,71.08
185,6.165,TRK_ONLY,0,0.0,,,,,,,,1,1399.5,1079.0,1240.0,924.0,1559.0,1234.0,0.0,26.59,88.99,71.21
186,6.198,TRK_ONLY,0,0.0,,,,,,,,1,1399.5,1079.0,1240.0,924.0,1559.0,1234.0,0.0,16.54,92.01,71.3
187,6.232,TRK_ONLY,0,0.0,,,,,,,,1,1402.5,1079.0,1246.0,927.0,1559.0,1231.0,0.0,22.78,88.97,71.37
188,6.265,TRK_ONLY,0,0.0,,,,,,,,1,1402.5,1079.0,1246.0,927.0,1559.0,1231.0,0.0,22.71,90.41,71.42
189,6.298,TRK_ONLY,0,0.0,,,,,,,,1,1403.5,1079.0,1247.0,927.0,1560.0,1231.0,0.0,18.67,90.87,71.48
190,6.332,TRK_ONLY,0,0.0,,,,,,,,1,1400.5,1079.0,1247.0,930.0,1554.0,1228.0,0.0,16.98,93.22,71.52
191,6.365,TRK_ONLY,0,0.0,,,,,,,,1,1394.5,1079.0,1241.0,930.0,1548.0,1228.0,0.0,18.04,94.33,71.63
192,6.398,TRK_ONLY,0,0.0,,,,,,,,1,1402.5,1079.0,1252.0,933.0,1553.0,1225.0,0.0,22.03,92.21,71.7
193,6.431,TRK_ONLY,0,0.0,,,,,,,,1,1402.5,1079.0,1255.0,936.0,1550.0,1222.0,0.0,21.88,91.14,71.69
194,6.465,TRK_ONLY,0,0.0,,,,,,,,1,1407.5,1079.0,1260.0,936.0,1555.0,1222.0,0.0,18.31,91.75,71.7
195,6.498,TRK_ONLY,0,0.0,,,,,,,,1,1407.5,1079.0,1260.0,936.0,1555.0,1222.0,0.0,19.76,88.06,71.68
196,6.531,TRK_ONLY,0,0.0,,,,,,,,1,1408.5,1079.0,1261.0,936.0,1556.0,1222.0,0.0,22.84,88.13,71.69
197,6.565,TRK_ONLY,0,0.0,,,,,,,,1,1409.5,1079.0,1262.0,936.0,1557.0,1222.0,0.0,22.73,85.44,71.57
198,6.598,TRK_ONLY,0,0.0,,,,,,,,1,1409.5,1079.0,1262.0,936.0,1557.0,1222.0,0.0,18.44,89.58,71.59
199,6.631,TRK_ONLY,0,0.0,,,,,,,,1,1413.5,1079.0,1266.0,936.0,1561.0,1222.0,0.0,22.93,88.71,71.64
200,6.665,TRK_ONLY,0,0.0,,,,,,,,1,1413.5,1078.0,1266.0,935.0,1561.0,1221.0,0.0,23.35,91.58,71.57
201,6.698,TRK_ONLY,0,0.0,,,,,,,,1,1413.5,1078.0,1266.0,935.0,1561.0,1221.0,0.0,21.28,94.49,71.5
202,6.731,TRK_ONLY,0,0.0,,,,,,,,1,1415.5,1079.0,1268.0,936.0,1563.0,1222.0,0.0,23.63,92.31,71.49
203,6.765,TRK_ONLY,0,0.0,,,,,,,,1,1414.5,1078.0,1267.0,935.0,1562.0,1221.0,0.0,19.15,92.54,71.48
204,6.798,TRK_ONLY,0,0.0,,,,,,,,1,1413.5,1077.0,1263.0,931.0,1564.0,1223.0,0.0,17.83,89.1,71.53
205,6.831,TRK_ONLY,0,0.0,,,,,,,,1,1409.5,1074.0,1259.0,928.0,1560.0,1220.0,0.0,18.02,89.83,71.6
206,6.865,TRK_ONLY,0,0.0,,,,,,,,1,1407.5,1074.0,1257.0,928.0,1558.0,1220.0,0.0,22.1,91.22,71.74
207,6.898,TRK_ONLY,0,0.0,,,,,,,,1,1404.5,1071.0,1254.0,925.0,1555.0,1217.0,0.0,22.93,89.73,71.86
208,6.931,TRK_ONLY,0,0.0,,,,,,,,1,1402.5,1068.0,1249.0,919.0,1556.0,1217.0,0.0,18.22,90.82,72.01
209,6.965,TRK_ONLY,0,0.0,,,,,,,,1,1402.5,1066.0,1249.0,917.0,1556.0,1215.0,0.0,21.81,89.75,72.11
210,6.998,TRK_ONLY,0,0.0,,,,,,,,1,1402.5,1065.0,1249.0,916.0,1556.0,1214.0,0.0,21.8,86.82,72.05
211,7.031,TRK_ONLY,0,0.0,,,,,,,,1,1403.5,1062.0,1250.0,913.0,1557.0,1211.0,0.0,21.34,88.08,72.08
212,7.065,TRK_ONLY,0,0.0,,,,,,,,1,1403.5,1059.0,1250.0,910.0,1557.0,1208.0,0.0,17.36,86.11,72.15
213,7.098,TRK_ONLY,0,0.0,,,,,,,,1,1409.5,1058.0,1256.0,909.0,1563.0,1207.0,0.0,17.25,89.75,72.21
214,7.131,TRK_ONLY,0,0.0,,,,,,,,1,1429.5,1045.0,1276.0,896.0,1583.0,1194.0,0.0,17.63,88.35,72.18
215,7.165,DISAGREE,1,0.2713,1351.07,904.64,139560.2,1144.54,735.7,1557.59,1073.58,1,1436.5,1039.0,1283.0,890.0,1590.0,1188.0,0.2791,21.7,88.77,72.14
216,7.198,TRK_ONLY,0,0.0,,,,,,,,1,1458.5,1019.0,1305.0,870.0,1612.0,1168.0,0.0,21.93,87.09,72.08
217,7.231,AGREE,1,0.449,1378.48,893.23,145613.8,1179.18,710.57,1577.77,1075.9,1,1468.5,1004.0,1312.0,852.0,1625.0,1156.0,0.3283,20.53,88.88,71.98
218,7.265,AGREE,1,0.5808,1394.19,883.95,149617.3,1197.36,693.91,1591.01,1073.99,1,1479.5,982.0,1320.0,827.0,1639.0,1137.0,0.3686,17.22,87.87,71.74
219,7.298,AGREE,1,0.7422,1403.62,874.76,156645.5,1207.86,674.7,1599.37,1074.82,1,1486.0,959.0,1323.0,801.0,1649.0,1117.0,0.4113,23.48,85.66,71.7
220,7.331,AGREE,1,0.7679,1413.27,863.75,162744.6,1219.68,653.58,1606.85,1073.92,1,1494.0,938.0,1331.0,780.0,1657.0,1096.0,0.439,18.0,84.98,71.7
221,7.365,AGREE,1,0.8551,1424.24,854.07,168618.7,1230.64,636.34,1617.85,1071.8,1,1502.0,914.0,1339.0,756.0,1665.0,1072.0,0.4797,21.98,83.81,71.73
222,7.398,AGREE,1,0.8794,1433.01,839.69,168755.4,1240.61,620.42,1625.41,1058.97,1,1509.0,894.0,1346.0,736.0,1672.0,1052.0,0.4812,16.82,85.53,71.91
223,7.431,AGREE,1,0.8873,1440.22,825.24,168089.4,1247.33,607.38,1633.11,1043.1,1,1519.0,877.0,1356.0,719.0,1682.0,1035.0,0.4771,25.53,85.74,72.12
224,7.465,AGREE,1,0.8942,1494.25,808.43,199345.3,1260.86,594.9,1727.63,1021.97,1,1524.0,862.0,1361.0,704.0,1687.0,1020.0,0.5168,20.8,85.46,72.24
225,7.498,AGREE,1,0.9206,1494.48,799.92,194017.1,1269.19,584.63,1719.78,1015.21,1,1536.5,851.0,1377.0,696.0,1696.0,1006.0,0.5097,18.33,85.01,72.35
226,7.531,AGREE,1,0.9413,1505.78,791.22,198402.5,1274.62,576.65,1736.94,1005.79,1,1539.5,840.0,1380.0,685.0,1699.0,995.0,0.4984,17.73,89.36,72.41
227,7.564,AGREE,1,0.9402,1508.45,783.82,194802.5,1279.94,570.71,1736.97,996.94,1,1543.5,833.0,1384.0,678.0,1703.0,988.0,0.5076,23.56,89.93,72.5
228,7.598,AGREE,1,0.9285,1510.61,781.46,193479.9,1282.08,569.8,1739.13,993.12,1,1544.5,828.0,1385.0,673.0,1704.0,983.0,0.5111,23.88,89.86,72.46
229,7.631,AGREE,1,0.9392,1515.07,778.83,196821.2,1284.38,565.54,1745.76,992.12,1,1546.5,825.0,1387.0,670.0,1706.0,980.0,0.5024,18.23,89.02,72.43
230,7.664,AGREE,1,0.9418,1517.32,776.96,195665.2,1287.19,564.4,1747.44,989.53,1,1547.5,823.0,1388.0,668.0,1707.0,978.0,0.5054,21.92,86.88,72.4
231,7.698,AGREE,1,0.9319,1517.99,776.23,195484.7,1287.7,564.02,1748.29,988.44,1,1546.5,820.0,1387.0,665.0,1706.0,975.0,0.5059,16.48,83.96,72.35
232,7.731,AGREE,1,0.9423,1517.93,775.56,193345.2,1289.13,564.3,1746.74,986.81,1,1544.5,819.0,1385.0,664.0,1704.0,974.0,0.5115,23.0,84.4,72.32
233,7.764,AGREE,1,0.9453,1517.15,774.67,192918.6,1288.35,563.88,1745.96,985.46,1,1543.5,818.0,1384.0,663.0,1703.0,973.0,0.5126,22.89,83.62,72.41
234,7.798,AGREE,1,0.9091,1514.26,775.31,189016.7,1288.27,566.21,1740.25,984.41,1,1540.5,816.0,1381.0,661.0,1700.0,971.0,0.5232,16.89,82.77,72.35
235,7.831,AGREE,1,0.9041,1513.41,775.56,188391.3,1285.4,569.0,1741.42,982.12,1,1541.5,815.0,1382.0,660.0,1701.0,970.0,0.5249,17.76,82.9,72.38
236,7.864,AGREE,1,0.906,1512.47,774.79,188427.8,1287.43,565.46,1737.51,984.12,1,1540.5,814.0,1381.0,659.0,1700.0,969.0,0.5248,17.26,86.36,72.57
237,7.898,AGREE,1,0.9206,1513.46,774.3,188298.6,1288.23,565.3,1738.69,983.31,1,1540.5,813.0,1381.0,658.0,1700.0,968.0,0.5252,22.73,87.97,72.57
238,7.931,AGREE,1,0.9337,1515.89,773.1,188852.2,1286.44,567.33,1745.34,978.87,1,1541.5,812.0,1382.0,657.0,1701.0,967.0,0.5236,17.54,89.41,72.56
239,7.964,AGREE,1,0.9287,1514.36,773.01,187263.8,1286.53,567.53,1742.19,978.5,1,1542.0,810.0,1379.0,652.0,1705.0,968.0,0.5501,21.99,91.42,72.55
240,7.998,AGREE,1,0.9235,1513.1,772.58,184675.1,1287.58,567.85,1738.62,977.3,1,1539.0,807.0,1376.0,649.0,1702.0,965.0,0.5578,22.03,91.5,72.34
241,8.031,AGREE,1,0.9324,1515.53,771.28,186240.8,1287.75,566.88,1743.32,975.68,1,1539.0,806.5,1373.0,645.0,1705.0,968.0,0.5758,17.0,87.88,72.49
242,8.064,AGREE,1,0.9371,1517.1,769.92,187281.7,1287.94,565.6,1746.25,974.24,1,1539.5,806.5,1370.0,642.0,1709.0,971.0,0.5955,22.82,90.93,72.57
243,8.098,AGREE,1,0.9367,1517.06,769.02,187027.4,1288.13,564.77,1745.98,973.26,1,1539.0,806.0,1366.0,638.0,1712.0,974.0,0.6194,23.78,89.55,72.66
244,8.131,AGREE,1,0.9332,1517.47,767.76,186701.1,1288.15,564.23,1746.8,971.3,1,1540.0,806.0,1367.0,638.0,1713.0,974.0,0.6146,23.85,88.38,72.67
245,8.164,AGREE,1,0.9318,1517.4,767.3,185073.9,1289.22,564.53,1745.58,970.07,1,1541.0,805.0,1368.0,637.0,1714.0,973.0,0.6193,23.52,87.74,72.79
246,8.198,AGREE,1,0.9349,1518.67,766.68,187125.1,1288.26,563.64,1749.08,969.72,1,1541.0,805.0,1368.0,637.0,1714.0,973.0,0.6115,24.38,86.66,72.85
247,8.231,AGREE,1,0.9317,1519.35,765.41,186702.7,1288.83,562.92,1749.86,967.9,1,1539.0,804.0,1366.0,636.0,1712.0,972.0,0.6104,19.06,86.99,72.89
248,8.264,AGREE,1,0.932,1519.32,763.79,187491.3,1287.79,561.33,1750.84,966.24,1,1537.0,801.0,1364.0,633.0,1710.0,969.0,0.6118,22.78,89.46,72.91
249,8.298,AGREE,1,0.9139,1517.79,762.45,187440.8,1286.47,559.87,1749.11,965.02,1,1537.0,800.0,1364.0,632.0,1710.0,968.0,0.6114,23.53,86.87,72.91
250,8.331,AGREE,1,0.9082,1516.72,762.23,186276.9,1286.59,559.88,1746.85,964.59,1,1537.0,798.0,1364.0,630.0,1710.0,966.0,0.6199,23.81,85.41,72.91
251,8.364,AGREE,1,0.9022,1514.92,762.24,184601.1,1286.69,560.03,1743.15,964.45,1,1538.0,797.0,1365.0,629.0,1711.0,965.0,0.6281,28.97,84.59,72.94
252,8.398,AGREE,1,0.9416,1513.28,761.46,182970.4,1286.82,559.47,1739.74,963.45,1,1540.5,794.5,1371.0,630.0,1710.0,959.0,0.6096,18.88,86.57,72.97
253,8.431,AGREE,1,0.9435,1512.4,760.47,182447.7,1286.2,558.83,1738.61,962.12,1,1541.0,791.5,1375.0,630.0,1707.0,953.0,0.5878,23.76,90.35,73.04
254,8.464,AGREE,1,0.9416,1511.51,760.05,181800.5,1286.41,558.14,1736.62,961.96,1,1545.5,789.0,1386.0,634.0,1705.0,944.0,0.5439,22.15,84.68,73.15
255,8.498,AGREE,1,0.9482,1511.81,759.09,182774.3,1286.5,556.29,1737.13,961.88,1,1547.5,786.0,1394.0,637.0,1701.0,935.0,0.5005,23.59,88.96,73.26
256,8.531,AGREE,1,0.9384,1512.15,758.37,182998.9,1286.33,555.78,1737.98,960.96,1,1548.5,784.0,1395.0,635.0,1702.0,933.0,0.4999,24.44,89.09,73.37
257,8.564,AGREE,1,0.935,1512.59,757.48,182721.0,1286.35,555.58,1738.84,959.39,1,1550.5,783.0,1400.0,637.0,1701.0,929.0,0.481,24.68,88.52,73.49
258,8.598,AGREE,1,0.9475,1512.68,757.21,182328.0,1286.21,555.93,1739.14,958.49,1,1549.5,781.0,1402.0,638.0,1697.0,924.0,0.4627,27.92,91.43,73.64
259,8.631,AGREE,1,0.9529,1513.1,756.39,182266.9,1286.2,555.56,1739.99,957.22,1,1550.5,780.5,1406.0,640.0,1695.0,921.0,0.4455,25.12,89.83,73.8
260,8.664,AGREE,1,0.9549,1512.04,756.02,181226.2,1286.8,554.88,1737.28,957.17,1,1549.5,779.5,1405.0,639.0,1694.0,920.0,0.4481,18.6,90.25,73.92
261,8.697,AGREE,1,0.9511,1508.56,755.43,178329.1,1286.67,554.51,1730.46,956.35,1,1551.5,779.5,1410.0,642.0,1693.0,917.0,0.4364,22.93,87.17,74.05
262,8.731,AGREE,1,0.9471,1508.98,754.6,178421.1,1286.33,554.26,1731.63,954.94,1,1549.5,778.5,1405.0,638.0,1694.0,919.0,0.4552,18.49,91.04,74.16
263,8.764,AGREE,1,0.9477,1509.21,754.41,178553.7,1286.45,554.02,1731.97,954.79,1,1549.5,778.5,1405.0,638.0,1694.0,919.0,0.4548,18.83,85.32,74.21
264,8.797,AGREE,1,0.9551,1511.28,753.85,180416.2,1286.46,553.23,1736.1,954.47,1,1549.5,777.5,1405.0,637.0,1694.0,918.0,0.4501,16.38,87.13,74.29
265,8.831,AGREE,1,0.9526,1511.5,753.57,180305.2,1286.68,553.07,1736.32,954.07,1,1549.5,778.5,1405.0,638.0,1694.0,919.0,0.4504,18.52,88.72,74.32
266,8.864,AGREE,1,0.9498,1510.41,753.08,179832.7,1286.31,552.47,1734.51,953.7,1,1548.5,777.5,1404.0,637.0,1693.0,918.0,0.4516,20.07,90.93,74.29
267,8.897,AGREE,1,0.9524,1507.88,752.8,178174.4,1285.68,552.34,1730.09,953.26,1,1548.5,777.5,1404.0,637.0,1693.0,918.0,0.4558,23.03,86.89,74.23
268,8.931,AGREE,1,0.9522,1508.57,752.86,179571.4,1285.11,551.96,1732.03,953.76,1,1548.5,776.5,1404.0,636.0,1693.0,917.0,0.4522,24.43,85.06,74.25
269,8.964,AGREE,1,0.9503,1508.22,752.38,179662.9,1284.7,551.44,1731.73,953.33,1,1547.5,775.5,1403.0,635.0,1692.0,916.0,0.452,21.58,85.16,74.24
270,8.997,AGREE,1,0.9476,1507.73,751.5,179474.2,1284.33,550.65,1731.12,952.36,1,1546.5,774.5,1402.0,634.0,1691.0,915.0,0.4525,20.11,88.82,74.04
271,9.031,AGREE,1,0.9495,1507.8,750.81,179292.7,1284.54,550.04,1731.07,951.57,1,1546.5,774.5,1402.0,634.0,1691.0,915.0,0.4529,18.01,84.74,74.07
272,9.064,AGREE,1,0.95,1507.42,750.83,179457.3,1284.02,550.0,1730.81,951.66,1,1545.5,773.5,1401.0,633.0,1690.0,914.0,0.4525,20.16,80.58,73.97
273,9.097,AGREE,1,0.9514,1507.68,750.94,179928.3,1283.84,549.98,1731.52,951.9,1,1546.5,774.5,1402.0,634.0,1691.0,915.0,0.4513,21.73,82.23,73.94
274,9.131,AGREE,1,0.9499,1508.26,751.11,179734.0,1284.23,550.55,1732.29,951.68,1,1547.5,774.5,1403.0,634.0,1692.0,915.0,0.4518,23.06,84.92,73.87
275,9.164,AGREE,1,0.9538,1509.06,752.06,179315.0,1285.23,551.78,1732.89,952.34,1,1548.5,775.5,1404.0,635.0,1693.0,916.0,0.4529,24.13,84.84,73.77
276,9.197,AGREE,1,0.9585,1509.4,753.51,178897.4,1285.62,553.65,1733.18,953.38,1,1549.5,777.5,1405.0,637.0,1694.0,918.0,0.4539,18.01,82.84,73.73
277,9.231,AGREE,1,0.9598,1509.64,754.37,179027.7,1286.08,554.16,1733.19,954.58,1,1549.5,778.5,1405.0,638.0,1694.0,919.0,0.4536,16.82,82.53,73.72
278,9.264,AGREE,1,0.9579,1508.29,753.63,178197.0,1285.29,553.86,1731.29,953.4,1,1548.5,777.5,1404.0,637.0,1693.0,918.0,0.4557,17.57,79.89,73.71
279,9.297,AGREE,1,0.9548,1507.52,752.65,176827.5,1285.57,553.48,1729.48,951.82,1,1548.5,777.5,1404.0,637.0,1693.0,918.0,0.4593,22.89,78.67,73.71
280,9.331,AGREE,1,0.9514,1506.3,752.43,176071.9,1285.32,553.25,1727.29,951.62,1,1547.5,776.5,1403.0,636.0,1692.0,917.0,0.4612,23.59,79.4,73.69
281,9.364,AGREE,1,0.9409,1505.14,752.97,174966.0,1285.95,553.41,1724.33,952.52,1,1547.5,777.5,1403.0,637.0,1692.0,918.0,0.4641,20.72,79.13,73.59
282,9.397,AGREE,1,0.942,1505.65,753.61,174579.3,1286.98,554.01,1724.31,953.21,1,1548.5,778.5,1404.0,638.0,1693.0,919.0,0.4652,24.09,80.46,73.49
283,9.431,AGREE,1,0.9408,1506.26,753.9,175344.7,1286.47,554.45,1726.04,953.35,1,1546.5,778.5,1405.0,641.0,1688.0,916.0,0.4438,23.55,81.53,73.44
284,9.464,AGREE,1,0.9429,1500.89,753.09,170548.6,1286.76,553.98,1715.03,952.2,1,1546.5,778.5,1402.0,638.0,1691.0,919.0,0.4762,21.35,80.13,73.42
285,9.497,AGREE,1,0.9409,1502.66,752.48,172392.3,1286.43,553.16,1718.89,951.79,1,1545.5,777.5,1401.0,637.0,1690.0,918.0,0.4711,20.61,79.08,73.42
286,9.531,AGREE,1,0.9422,1502.79,752.06,172485.9,1286.29,552.88,1719.28,951.24,1,1544.5,777.0,1397.0,634.0,1692.0,920.0,0.4891,21.16,83.46,73.43
287,9.564,AGREE,1,0.9362,1502.75,751.66,172783.5,1286.33,552.07,1719.17,951.26,1,1545.5,778.0,1395.0,632.0,1696.0,924.0,0.5087,17.57,79.13,73.4
288,9.597,AGREE,1,0.9384,1506.18,751.63,175291.6,1286.42,552.22,1725.94,951.04,1,1545.5,777.0,1395.0,631.0,1696.0,923.0,0.5014,23.55,80.77,73.32
289,9.631,AGREE,1,0.9386,1505.98,751.85,175391.2,1286.0,552.52,1725.96,951.18,1,1544.5,776.0,1397.0,633.0,1692.0,919.0,0.481,21.01,82.56,73.26
290,9.664,AGREE,1,0.9398,1505.6,750.87,175272.3,1285.96,551.37,1725.24,950.37,1,1544.5,776.0,1394.0,630.0,1695.0,922.0,0.5015,23.51,83.87,73.32
291,9.697,AGREE,1,0.9396,1505.94,750.15,176223.5,1285.4,550.39,1726.49,949.91,1,1544.5,775.0,1394.0,629.0,1695.0,921.0,0.4988,23.4,85.68,73.36
292,9.731,AGREE,1,0.9441,1507.1,749.94,177158.8,1285.26,550.3,1728.94,949.59,1,1544.5,775.0,1394.0,629.0,1695.0,921.0,0.4961,16.68,87.48,73.33
293,9.764,AGREE,1,0.9434,1503.94,749.92,174633.7,1285.33,550.21,1722.55,949.63,1,1544.5,774.0,1397.0,631.0,1692.0,917.0,0.4831,17.15,86.09,73.34
294,9.797,AGREE,1,0.9356,1505.81,750.5,175380.0,1285.9,551.13,1725.72,949.88,1,1546.5,776.0,1396.0,630.0,1697.0,922.0,0.5012,21.74,86.19,73.4
295,9.83,AGREE,1,0.9299,1528.62,750.52,193266.5,1286.47,550.98,1770.77,950.05,1,1548.5,775.0,1401.0,632.0,1696.0,918.0,0.4365,21.65,83.31,73.58
